customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,NEW_Engaged,NEW_noProt,NEW_Young_Not_Engaged,NEW_TotalServices,NEW_FLAG_ANY_STREAMING,NEW_FLAG_AutoPayment,NEW_AVG_Charges,NEW_Increase,NEW_AVG_Service_Fee,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,NEW_TENURE_YEAR_1-2 Year,NEW_TENURE_YEAR_2-3 Year,NEW_TENURE_YEAR_3-4 Year,NEW_TENURE_YEAR_4-5 Year,NEW_TENURE_YEAR_5-6 Year
5315-CKEQK,1,1,1,1,-0.1779947632379461,1,1,-0.4573827849646494,-0.3961532767699612,0,1,1,0,1,0,0,-0.3709422074458497,0.24017771013325365,1.214528311271302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3130-ICDUP,0,0,0,1,-1.2367242199587352,1,0,0.5247392421335293,-0.9227933267195523,0,0,1,1,2,0,1,0.12130496342943953,-0.7736162367634675,1.4093027951972195,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0820-FNRNX,1,0,1,1,-0.62591876415828,1,1,0.06442147308751339,-0.5306037712175928,0,0,0,1,4,0,0,0.02764518131158114,-0.0016712173178700725,-0.5398848180169651,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0880-FVFWF,1,0,0,0,0.9621754209229036,1,1,0.719169491152966,1.165898964874943,0,0,1,1,3,0,0,0.8950058130037849,0.6644269480552648,0.6518464688186507,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4611-ANLQC,0,0,1,0,1.125056875803025,0,0,-0.4889569279678058,0.27872423383395056,0,1,1,0,4,1,0,-0.36828560900238994,0.36606579869195977,-1.020328545034229,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4213-HKBJO,0,0,0,0,0.025607055362205634,1,0,-1.2982520670487077,-0.6413186246437886,0,1,1,0,1,0,1,-1.1346135595369435,0.31256908676823186,-0.6105807418122983,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
2792-LSHWX,0,0,0,0,-1.2774445836787656,1,1,0.6194616711429987,-0.9689851782984432,0,0,1,1,4,0,0,-0.5654728763484553,-2.5842152492016757,-0.05799831704469444,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5028-GZLDO,1,0,0,0,-1.2367242199587352,1,0,0.19736523310080326,-0.9437053970618583,1,0,1,1,1,0,1,-0.3954136017367862,-1.5217421507739965,2.635660656952999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0014-BMAQU,1,0,1,0,1.247217966963116,1,1,0.6610065961471517,1.3668136660117813,0,1,1,0,3,0,1,0.8188137069538645,0.6198179654393945,0.5887251082871032,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6861-XWTWQ,1,1,1,0,-1.0331224013585834,1,1,1.1462513201956595,-0.7121946605191356,1,0,1,0,4,1,0,0.7911177553794881,-0.385351709734156,0.39936102669246093,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9018-PCIOK,0,0,0,0,0.9214550572028734,1,1,-0.00038860991896550476,0.590022901208024,0,1,1,0,4,1,0,0.18315000869515305,0.6516332424029143,-0.5961530022622303,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
4837-QUSFT,0,0,1,0,1.3286586944031769,1,1,1.1761636661986499,1.925218886101584,0,1,1,0,5,1,1,1.3627079374522104,0.7006561199459672,-0.05631508076385317,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6877-TJMBR,1,0,1,0,-1.2774445836787656,1,1,0.6659919871476498,-0.9683675222123835,1,0,1,1,3,1,0,-0.5425802816891923,-2.5842152492016757,0.5941355106183784,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9953-ZMKSM,1,0,0,0,1.247217966963116,1,0,-1.3132082400502028,-0.3178433087159674,0,1,1,0,1,0,0,-1.13242229095677,0.4394061100737618,-0.6430431557999512,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
0907-HQNTS,0,1,1,0,1.5322605130033284,1,1,1.6032454952413433,2.5182128470107283,0,1,0,0,7,1,1,1.7499956164614046,0.6389003234699838,-0.4266270625489314,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
7665-NKLAV,0,0,1,1,0.14776814652229667,0,0,-0.801374763999037,-0.3231154445934053,0,1,1,0,3,0,1,-0.5615395927100878,0.8548287508952915,-0.9983262422203754,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
6769-DCQLI,1,0,0,0,0.7992939660427822,1,1,1.3373579752147637,1.3884536881698006,1,1,0,0,6,1,1,1.4194261498020786,0.5061452236731724,-0.30038434148583654,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2433-KMEAS,1,0,0,0,-0.4223169455581282,1,1,-0.3427187919531868,-0.5084122704113062,1,0,1,1,2,0,0,-0.32623815265770834,0.01845442105720561,0.15408945434130528,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4391-LNRXK,1,0,0,0,-0.4223169455581282,1,1,1.003336778181373,-0.06041307570466931,0,0,0,1,5,1,1,1.117630496208676,0.5453472387405658,-0.18135549019777553,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8250-ZNGGW,0,1,0,0,-1.1145631287986442,1,0,-0.1615829189350795,-0.8787853305878008,0,0,1,0,4,0,1,-0.3602571170814891,-0.627156679347827,-0.7361020758978897,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2195-ZRVAX,0,0,1,0,0.5956921474426305,1,1,0.682609957149311,0.779091840980075,1,0,1,1,3,1,0,0.8271940317844874,0.5901609234100275,0.6121701850559634,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3550-SAHFP,0,0,0,0,0.025607055362205634,1,1,0.6177998741428321,0.2109364783889018,1,0,1,1,2,1,0,0.7234860090778306,0.49306636283632826,1.5439616976645205,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2011-TRQYE,1,0,0,0,-0.5851984004382496,0,1,-1.0390117350227925,-0.7410700825424252,1,0,1,1,2,0,1,-0.8964688126624635,0.29464702732781745,-0.8534476909051094,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8562-GHPPI,0,0,0,0,-1.2774445836787656,1,0,-1.4943441130683104,-0.9970444119222968,0,0,1,1,1,0,1,-1.6054507480121252,-2.5842152492016757,-1.0361990585393037,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5893-PYOLZ,1,0,0,0,0.9621754209229036,1,1,0.5662841671376824,0.9947420515986224,0,1,0,0,6,1,1,0.6724197955085183,0.48884644854915865,-0.7785608522880899,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
4986-MXSFP,0,0,0,0,-1.2367242199587352,1,1,-1.4876969250676457,-0.9877354523395403,0,0,1,1,1,0,0,-1.4833569098293882,-1.4027236996470975,-1.021771318989236,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6131-FOYAS,1,0,0,0,0.10704778280226633,1,1,-0.17155370093607614,-0.08154573750628233,0,0,1,1,3,0,0,-0.026134247411767064,0.5139173391029607,-0.31481208103590447,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3027-YNWZU,0,0,1,0,1.2879383306831464,1,0,-1.3215172250510334,-0.3065931442913091,0,1,1,0,1,0,1,-1.1318507622370828,0.5067067224714392,-0.6610778302375362,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
5609-IMCGG,0,0,0,0,-0.7073594915983407,1,1,0.6510358141461546,-0.4310729047782632,0,0,1,1,3,0,1,0.7333752733148288,0.44134775575735563,0.5779043036245518,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4873-ILOLJ,1,0,0,0,-0.3408762181180675,1,1,0.8504514541660894,-0.018191870393304842,1,0,1,1,3,1,0,0.9990724500789019,0.6092904912260517,0.7943203968755717,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
4727-MCYZG,1,0,0,0,-1.2774445836787656,1,0,-0.30615925794953225,-0.9812721225818445,0,0,1,1,2,1,0,-1.0208719915345121,-2.5842152492016757,0.20699116602488746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9481-WHGWY,0,0,1,1,1.5322605130033284,1,0,0.35191235411625243,1.3932625819826936,0,1,1,0,5,1,1,0.5754949627003942,0.7744532725666634,-0.6526616488333301,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
2725-KXXWT,1,0,1,0,-1.2774445836787656,1,1,0.8637458301674186,-0.96574248384663,1,0,1,1,3,1,0,-0.44528675438732374,-2.5842152492016757,0.8087481364256398,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9565-DJPIB,0,0,0,1,-1.1552834925186746,1,0,0.8255244991635975,-0.8444612995196277,1,0,1,1,3,1,0,0.4624046238524607,-0.5278799199781418,0.7672683852191942,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4328-VUFWD,0,0,0,0,0.26992923768238775,1,0,-0.18152448293707302,-0.03114058905462716,0,1,1,0,3,1,0,-0.12303260492487438,0.2210891714709278,-0.3256328856984556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
3301-LSLWQ,0,0,0,0,-0.13727439951791576,1,1,0.04447990908551963,-0.16217191588299992,0,0,1,1,3,1,0,0.15526231217401348,0.43523039222963517,-0.08036131334729998,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7473-ZBDSN,0,0,1,1,-0.748079855318371,1,0,-1.5275800530716328,-0.8930355388590346,0,1,1,0,1,0,0,-1.372055294843161,0.05759339810414007,-1.1083377562896437,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
3166-PNEOF,0,0,0,0,1.1657772395230555,1,0,0.720831288153132,1.2774741249924364,0,1,1,0,6,1,1,0.8006453473387721,0.44360545145943436,-0.6827194395626383,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
5639-NTUPK,1,0,0,1,-0.7888002190384014,1,1,-0.4208232509609946,-0.7099005093423426,0,0,1,1,2,0,1,-0.36259309612835283,0.14375777062024506,0.04107216119910583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8780-YRMTT,0,0,0,0,1.369379058123207,0,1,-0.5770321689766102,0.39596859445563426,0,1,0,0,4,0,0,-0.37835398162290024,0.6705657655097559,-1.0967955646495893,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8348-HFYIV,1,0,0,0,-1.2367242199587352,0,1,-0.5155456799704636,-0.9659189570140757,1,0,1,1,3,1,0,-0.9442908117815008,-1.85902274591246,-0.6881298418939137,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5140-FOMCQ,0,0,1,0,1.0843365120829946,1,1,1.475287126228552,1.8873874508304291,0,1,1,0,6,1,1,1.6451614281588445,0.6762857279697693,-0.21484845701043342,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
6242-SGYTS,1,0,1,1,1.2064976032430856,1,1,1.003336778181373,1.5494854534639286,0,1,1,0,4,1,1,1.0773692766652208,0.4610234036278648,0.2752824665618763,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
8166-ORCHU,1,1,1,0,0.025607055362205634,1,1,0.9568064621767214,0.3422545741143737,0,1,1,0,5,1,0,1.0097877233773973,0.41159810761215304,-0.21502021581460096,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
8414-OOEEL,1,0,0,1,1.369379058123207,1,1,0.4898415051300408,1.2866507296996086,0,1,0,0,6,1,1,0.6070770360285593,0.5083787700969982,-0.825966282238313,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
8454-AATJP,0,0,0,0,1.6137012404433893,1,0,1.6713791722481544,2.7023625972402323,0,1,0,0,7,1,1,1.836188781358862,0.6725135747937605,-0.3896559799518823,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
6849-WLEYG,1,0,0,1,-1.2774445836787656,1,0,-1.4960059100684764,-0.9970664710682275,1,0,1,1,1,0,0,-1.6062683406785274,-2.5842152492016757,-1.039805993426821,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4659-NZRUF,0,0,0,0,-0.5444780367182193,1,1,1.0099839661820376,-0.21639329658066667,1,0,1,1,4,1,0,0.9965379128130549,0.27884851483872736,0.28105356238190343,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4531-AUZNK,0,0,1,1,0.758573602322752,1,1,1.0099839661820376,1.2001568185053242,0,1,1,0,4,1,0,1.215401180434582,0.7362762355586319,0.28105356238190343,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4191-XOVOM,1,0,0,0,1.247217966963116,1,0,1.3506523512160928,1.955969335528983,0,0,1,1,5,1,0,1.501196986149847,0.6363586012882493,0.0699276402992417,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2150-OEGBV,1,0,0,0,-0.21871512695797646,1,0,-1.4843733310673135,-0.7575703236985907,0,1,1,0,1,0,1,-1.2721065380246908,0.665285188336199,-1.0145574492142018,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
8429-XIBUM,1,0,0,0,-0.4223169455581282,1,1,1.2160467942026365,0.01648510700975942,1,0,1,1,4,1,1,1.365467716650264,0.6286758927276632,0.4599575328027462,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1855-CFULU,0,1,0,0,-1.1552834925186746,1,0,-1.4860351280674797,-0.9654336558036003,0,0,1,0,1,0,0,-1.331066649167528,0.09670474175723534,-1.0181643841017187,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4878-BUNFV,1,0,1,1,0.3920903288424788,1,0,-1.46443176706532,-0.6401053716176,0,1,1,0,1,0,0,-1.2988344843283395,0.22006582870451002,-0.971274230563998,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1872-EBWSC,0,0,0,0,-0.13727439951791576,1,0,-1.4760643460664828,-0.7334155589044715,0,1,1,0,1,0,0,-1.2562296671028415,0.7405690315366309,-0.9965227747766168,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
2608-BHKFN,0,0,0,0,-1.1552834925186746,1,1,0.17576187209864347,-0.8880281127327652,1,0,1,1,1,0,1,-0.18349358260532153,-0.8800895676446533,2.5887705034152773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7026-YMSBE,1,0,0,0,-0.0965540357978854,1,0,-1.4976677070686424,-0.7300184504311433,0,1,1,0,1,0,0,-1.2698157714755085,0.8204160587658559,-1.0434129283143379,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
7341-LXCAF,1,0,1,0,-1.1552834925186746,1,1,0.32864719611392706,-0.8728073020405804,1,0,1,1,1,0,0,0.042161993321701084,-0.5843402223773887,2.9206085130668415,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6997-UVGOX,1,0,1,1,1.5729808767233588,1,0,0.6875953481498096,1.6545090472400028,0,1,0,0,7,1,1,0.8096725667253388,0.538103174684243,-0.9234823433043976,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
9674-EHPPG,1,0,1,0,0.5549717837226001,0,0,-0.8096837489998675,-0.19281206958074568,0,1,1,0,3,0,1,-0.6470233959249188,0.4754469649358038,-1.0073435794391679,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
9462-MJUAW,1,0,0,0,-1.1552834925186746,1,0,-0.4773243489666429,-0.9146314427251924,1,0,1,1,1,0,0,-0.5779002848777697,-0.5040881436075518,1.1712450926210978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8128-YVJRG,0,0,0,0,-1.0331224013585834,1,1,0.4948268961305394,-0.7389965228249392,1,0,1,1,2,0,0,0.5427739829598028,0.33588299305859814,1.3660195765470158,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5440-VHLUL,1,0,0,0,1.4915401492832983,1,1,1.3440051632154282,2.2528192623184466,0,1,1,0,5,1,1,1.5215141639099434,0.6870701317946183,0.06511839378255264,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
5781-BKHOP,0,0,1,0,1.6137012404433893,1,0,1.1927816362003112,2.229877750550516,0,1,1,0,5,1,1,1.3564074848747547,0.6557352943015177,-0.04429196447212951,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4283-FUTGF,1,1,0,0,-0.5444780367182193,1,1,0.5014740841312035,-0.3564688732406274,1,0,1,0,2,0,0,0.47736656964762236,0.15752822303452377,1.375638069580394,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5213-TWWJU,1,0,0,0,-0.1779947632379461,1,0,0.8720548151682491,0.15283268800743155,0,0,1,1,4,1,0,1.0323287366060776,0.6359284663956755,0.16130332411633888,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1569-TTNYJ,1,0,1,0,-1.1145631287986442,1,1,0.464914550127549,-0.8239683529500051,1,0,1,1,2,0,0,0.31698214158837973,-0.16376627306452562,1.3227363578968119,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8628-MFKAX,0,1,1,0,1.6137012404433893,1,1,1.7278802702538025,2.6459132428035645,0,1,0,0,7,1,1,1.7788676955143858,0.4801052022985301,-0.3589970334079877,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
2397-BRLOM,1,1,1,1,-0.9924020376385531,1,1,0.5214156481331973,-0.7483716598454877,1,0,1,0,2,1,1,0.19089118370323185,-0.5953128682130662,1.4044935486805303,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7629-WIXZF,0,0,0,0,-1.0331224013585834,1,1,-0.18817167093773737,-0.8428730410126172,0,1,1,0,3,1,0,-0.41973698356225325,-0.7567906653251134,-0.33284675547348946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5445-GLVOT,0,0,0,0,-0.4223169455581282,1,1,-0.4972659129686364,-0.5429568929387862,0,0,1,1,2,0,0,-0.43757294531735463,0.12051752135557585,-0.0695405086847491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3976-HXHCE,1,0,0,0,1.6137012404433893,1,0,-1.5109620830699715,-0.38159424045569756,0,1,1,0,1,0,1,-1.2953927291534941,0.6948313447359247,-1.0722684074144737,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2466-NEJOJ,1,0,1,1,-0.9924020376385531,1,0,-1.4993295040688086,-0.93088903327612,0,0,1,1,1,0,1,-1.3123891989217165,0.4064952819598929,-1.0470198632018548,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0254-KCJGT,1,0,1,0,0.7992939660427822,1,1,0.5529897911363537,0.9153291262480935,0,1,0,0,6,1,1,0.7577005834248861,0.7282729194792852,-0.7868052748881285,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
5472-CVMDX,0,0,0,0,1.4508197855632678,0,0,-0.8595376590048512,0.19388475858446874,0,1,1,0,3,0,0,-0.640407021599584,0.7526442946546259,-1.0614476027519228,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6461-SZMCV,0,0,1,0,1.5729808767233588,1,0,0.7706851981581158,1.8025038572890861,0,1,0,0,7,1,1,0.9620400444723598,0.7014372976456684,-0.8783956572104351,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
8150-QUDFX,1,0,0,0,-1.2367242199587352,1,0,-1.4926823160681442,-0.9830147951103702,0,0,1,1,1,0,0,-1.3667136894226664,-0.20064553422664155,-1.0325921236517868,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9508-ILZDG,0,1,0,0,0.06632741908223598,1,1,1.0498670941860242,0.4017039723976169,0,0,1,0,4,1,0,1.0517254177952071,0.3165964517609658,0.31568013730206634,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2346-DJQTB,0,0,0,0,0.10704778280226633,0,0,-1.3497677740538576,-0.6473187123369397,0,0,1,1,0,0,0,-1.1911129534053817,0.2419508977881474,1.019753827345384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1697-LYYYX,0,0,1,1,1.1657772395230555,1,0,-1.517609271070636,-0.501154811400105,0,1,1,0,1,0,1,-1.325886804016515,0.44571966395578755,-1.0866961469645418,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1942-OQFRW,1,0,0,0,-1.2774445836787656,1,0,-0.6900343649879066,-0.9863677852918369,0,0,1,1,1,0,0,-1.2097358974734331,-2.5842152492016757,0.7095574270189224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4749-VFKVB,0,0,0,0,-1.2774445836787656,1,1,-0.48729513096763954,-0.9836765694882912,1,0,1,1,1,0,0,-1.1099895921723577,-2.5842152492016757,1.149603483295996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9640-ZSLDC,0,0,1,1,0.8400143297628127,1,0,-0.1383177609327537,0.44880024895966675,0,1,1,0,3,1,1,0.06752553470609132,0.7164868119069858,-0.27874273216073453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
4231-LZUYM,0,0,1,0,1.6137012404433893,1,0,-1.2999138640488739,-0.1732676662861433,0,1,1,0,1,0,1,-1.0838490266465652,0.7181332012862301,-0.6141876766998153,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
7598-UAASY,1,0,1,0,-1.2367242199587352,1,0,0.3868100911197414,-0.9388082666652422,1,0,1,1,2,0,0,-0.2744098871092522,-1.5286533671845204,1.2097190647546128,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7938-OUHIO,1,0,0,0,-1.1960038562387048,1,1,1.1279715531938321,-0.8762264696598393,1,0,1,1,5,1,0,0.4716434209828062,-0.99866881094524,-0.09118211800985088,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8510-AWCXC,0,1,0,0,-0.7888002190384014,1,1,1.1977670272008092,-0.4286684578718167,1,0,1,0,4,1,0,1.1264767472948418,0.19245211414567368,0.4440870192976715,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6128-AQBMT,1,1,1,0,0.35136996512244845,0,1,-0.35933676195484804,-0.02838319581328935,0,0,1,0,4,1,0,-0.20417478376688705,0.5226504298233738,-0.9077921765436986,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3594-BDSOA,0,0,1,0,-0.3408762181180675,1,0,-1.4744025490663168,-0.7927767206039918,0,1,1,0,1,0,1,-1.2976434609650036,0.3207364506205905,-0.9929158398890999,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0431-APWVY,0,0,1,1,-0.1779947632379461,1,1,0.8421424691652587,0.14083251262112928,1,1,1,0,3,1,1,1.0016549151907101,0.632874190524424,0.7853030596567792,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5133-VRSAB,1,0,0,0,-0.9924020376385531,0,0,-1.1769408860365806,-0.910285790976844,0,0,1,1,1,0,0,-1.1426932988284482,-0.5068228273882255,-0.3472744950235574,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5996-DAOQL,1,0,0,0,-1.2774445836787656,1,1,-1.4727407520661506,-0.9967576430251978,0,0,1,1,1,0,0,-1.5948220433488958,-2.5842152492016757,-0.9893089050015829,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6838-YAUVY,0,0,0,0,0.880734693482843,1,1,1.0083221691818711,1.2287454716315145,0,1,1,0,4,1,1,1.0824074407671027,0.46162652724072806,0.2796107884268964,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
